disease	url	doi	year	dt	variable	estimate	sentence
covid	http://www.sciencedirect.com/science/article/pii/S0895398810600086	10.1016/S0895-3988(10)60008-6	2009		asymptomatic		Samples collected from the asymptomatic contactors were all negative for SARS-CoV antibody.
covid	https://www.medrxiv.org/content/10.1101/2020.03.11.20034512v1	10.1101/2020.03.11.20034512	2020	2020-11-03	asymptomatic		the level of asymptomatic transmission, if at all « resilience to temperature, humidity, etc.
covid	https://www.medrxiv.org/content/10.1101/2020.03.11.20034512v1	10.1101/2020.03.11.20034512	2020	2020-11-03	asymptomatic		The most sought after estimate is the projected number of people who may be contagious, but still be within the incubation period thus remaining asymptomatic and undetected.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		The age-adjusted attributable rate of illness if infected was 23 illnesses per 100 person-seasons (13-34), suggesting most influenza infections are asymptomatic.
flu	https://www.sciencedirect.com/science/article/pii/S0883944113001263	10.1016/j.jcrc.2013.05.001	2013		asymptomatic		Although few mild or asymptomatic cases had been described, more than 80% of these patients were critically ill and treated in the intensive care unit (ICU).
covid	https://www.sciencedirect.com/science/article/pii/S1286457920300344	10.1016/j.micinf.2020.02.006	2020		asymptomatic		There may have been past introductions and circulations of mild strains similar coronaviruses that were asymptomatic or mistaken for a regular common cold virus.
covid	https://www.sciencedirect.com/science/article/pii/S1521661604002141	10.1016/j.clim.2004.07.007	2004		asymptomatic		Previous studies have documented that asymptomatic infection with SARS-CoV can occur; for example, asymp-
covid	https://www.biorxiv.org/content/10.1101/2020.02.19.957118v1	10.1101/2020.02.19.957118	2020	2020-02-19	asymptomatic		10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 Introduction Most viral infections present with an array of symptoms following human infection, ranging from asymptomatic to self-limiting, chronic, and sometimes fatal disease.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026070v2	10.1101/2020.02.21.20026070	2020	2020-02-21	asymptomatic		Besides, it is crucial to isolate patients, trace and quarantine all possible contacts as the earliest stage because of the possibility of asymptomatic infections (7).
covid	https://www.medrxiv.org/content/10.1101/2020.02.11.20022186v5	10.1101/2020.02.11.20022186	2020	2020-11-02	asymptomatic		As the reported data are just a subset of the actual number of infected and recovered cases including the asymptomatic and/or mild ones, we have repeated the above calculations considering twenty times the reported number of infected and forty times the reported number of recovered in the toal population, while leaving the reported number of deaths the same given that their cataloguing is close to the actual number of deaths due to COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.03.11.20034512v1	10.1101/2020.03.11.20034512	2020	2020-11-03	asymptomatic		One of the most important figures for which estimates can be projected using this model includes the unknown number of people who have already been infected on any given day in the future, especially if asymptomatic infections are also the incubation
covid	https://www.medrxiv.org/content/10.1101/2020.03.11.20034512v1	10.1101/2020.03.11.20034512	2020	2020-11-03	asymptomatic		This is illustrated in Figure 4, showing the total number of asymptomatic infections for incubation of 5, 10, 15, and 20
covid	https://www.sciencedirect.com/science/article/pii/S1201971220300916	10.1016/j.ijid.2020.02.033	2020		asymptomatic		Otherwise, unidentified asymptomatic cases or cases within incubation may also cause continuous spread of the novel virus, which may also partially explain why RO was still high at this stage.
flu	http://www.sciencedirect.com/science/article/pii/B9780323032537500716	10.1016/B978-0-323-03253-7.50071-6	2006		asymptomatic		It is believed certain species of fruit bats are the natural hosts for these viruses and remain asymptomatic.
covid	http://wwwnc.cdc.gov/eid/article/10/2/03-0397_article.htm	10.3201/eid1002.030397			asymptomatic		Should asymptomatic infection occur in substantial numbers, the virus may continue to spread, despite the isolation of the clinically apparent cases; how- ever, this would result in the more rapid development of herd immunity in the community.
covid	https://www.sciencedirect.com/science/article/pii/S1879625716301481	10.1016/j.coviro.2017.03.007	2017		asymptomatic		Nosocomial transmis- sion, however, accounts for the majority of MERS-CoV cases reported in outbreaks [8—10], although a substantial part of infections that occur result in unrecognized asymptomatic or mild illnesses [11].
covid	https://www.medrxiv.org/content/10.1101/2020.02.18.20024281v1	10.1101/2020.02.18.20024281	2020	2020-02-18	asymptomatic		Application of the mathematical model is of great guiding significance to assess the impact of isolation of symptomatic cases as well as observation of asymptomatic contact cases and to promote evidence-based decisions and policy.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1111/ijcp.13501	10.1111/ijcp.13501			asymptomatic		An analysis of 72,314 patients that included confirmed, suspected, and clinically diagnosed cases, together with asymptomatic individuals in China, before February 11, 2020, helped understand the distribution of mortality rates across age groups.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20032045v1	10.1101/2020.03.09.20032045	2020	2020-09-03	asymptomatic		contacts being identified, which may not occur with high case numbers, if a high proportion of asymptomatic transmission is occurring, or if self-quarantine is ineffective.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033464v1	10.1101/2020.03.09.20033464	2020	2020-09-03	asymptomatic		We stratify the population into susceptible (S ), exposed ( E ), symptomatic/asymptomatic infected (I/ A), hospitalized (H) and recovered (R) compartments, and we further stratify the population to include quarantined susceptible (S,), and quarantined 4517 individuals (T).
covid	https://www.sciencedirect.com/science/article/pii/S0140673620301859	10.1016/S0140-6736(20)30185-9	2020		asymptomatic		Epidemiological studies need to be done to assess risk factors for infection in health-care personnel and quantify potential subclinical or asymptomatic infections.
covid	https://www.sciencedirect.com/science/article/pii/S0012369215315270	10.1378/chest.129.1.95	2006		asymptomatic		SARS demonstrates a spectrum of infection, hence the detection of low-titer colonization SARS-CoV without seroconversion in asymptomatic and mildly symptomatic HCWs is to be expected.
covid	https://www.sciencedirect.com/science/article/pii/S0012369215315270	10.1378/chest.129.1.95	2006		asymptomatic		In their study, although no asymptomatic HCW was found by sero- logic testing to have SARS-associated coronaviral infection, antibodies to SARS-CoV developed in 3.2% of mildly symptomatic HCWs.
covid	https://www.medrxiv.org/content/10.1101/2020.02.28.20029181v1	10.1101/2020.02.28.20029181	2020	2020-02-28	asymptomatic		Asymptomatic Contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		For the situation with 60% asymptomatic cases, contact tracing and isolation can slow down the epidemic substantially, but not control it, even if there is no diagnosis delay and all non-household contacts are traced.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20027938v1	10.1101/2020.02.26.20027938	2020	2020-02-26	asymptomatic		COVID-19 were also contributed to extra-pulmonary manifestations in a number of patients at the onset of the illness, such as headache, diarrhoea, nausea and vomiting,’ or even presented with asymptomatic infection.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620301859	10.1016/S0140-6736(20)30185-9	2020		asymptomatic		Epidemiological studies need to be done to assess risk factors for infection in health-care personnel and quantify potential subclinical or asymptomatic infections.
covid	https://www.medrxiv.org/content/10.1101/2020.02.29.20029413v1	10.1101/2020.02.29.20029413	2020	2020-02-29	asymptomatic		Many clinical cases are asymptomatic 52 mildly diagnosed patients (Liu, Liao, Chang, Chou, & Lin, 2020), which greatly 53 increases the potential for transmission and makes epidemic prevention very difficult.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026435v6	10.1101/2020.02.21.20026435	2020	2020-02-21	asymptomatic		On the other hand, it is not clear if asymptomatic or subclinical cases are as infectious as symptomatic cases.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026435v6	10.1101/2020.02.21.20026435	2020	2020-02-21	asymptomatic		While large-scale transmission has not been reported in Singapore, the fact that asymptomatic and subclinical cases are now well documented for COVID-19 (49) suggests that our estimates could be underestimated (50).
covid	https://www.medrxiv.org/content/10.1101/2020.03.12.20034678v1	10.1101/2020.03.12.20034678	2020	2020-12-03	asymptomatic		® However, extra-pulmonary manifestations were also observed in a number of patients at the onset of the illness, including headache, myalgia or arthralgia, and diarrhea,"® and some even presented with asymptomatic infection.'’
covid	https://www.sciencedirect.com/science/article/pii/S0891552019300571	10.1016/j.idc.2019.07.001	2019		asymptomatic		°° Asymptomatic SARS-CoV infection was uncommon in 2003; a meta-analysis had shown overall sero-prevalence rates of 0.1% (95% Cl, 0.02-0.18) for the general pop- ulation and 0.23% for health care workers (95% Cl, 0.02-0.45) in comparison with healthy blood donors, others from the general community, or patients without SARS-CoV infection recruited from the health care setting (0.16%, 95% Cl, 0-0.37).
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/uog.22013	10.1002/uog.22013			asymptomatic		If the patient is asymptomatic or mildly affected, breastfeeding and colocation (also called rooming-in)
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033803v1	10.1101/2020.03.10.20033803	2020	2020-10-03	asymptomatic		our model features the employment of a stochastic dynamic as well as a comprehensive account for the infectious incubation period, the asymptomatic virus carriers, and the medical tracking measure with time latency, which make it probably closer to reality in these aspects.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026559v1	10.1101/2020.02.21.20026559	2020	2020-02-21	asymptomatic		Rothe C, Schunk M, Sothmann P, Bretzel G, Froeschl G, Wallrauch C, Zimmer T, Thiel V, Janke C, Guggemos W et al: Transmission of 2019-nCoV Infection from an Asymptomatic Contact in Germany.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25709	10.1002/jmv.25709	2020		asymptomatic		“ The 2019-nCoV, SARS-CoV, and MERS-CoV show several similarities regarding the clinical presentations, which can vary from asymptomatic infection to severe disease; severe acute re- spiratory syndrome.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/rmv.2103	10.1002/rmv.2103			asymptomatic		Unlike other human coronaviruses, some patients had low-grade fever or were even asymptomatic yet remained infectious.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031880v1	10.1101/2020.03.06.20031880	2020	2020-06-03	asymptomatic		There have been reports on the possibility that COVID-19 cases can be infectious before disease onset(35, 36) and indication of asymptomatic individuals are able to transmit the virus to others(37, 38).
flu	https://www.sciencedirect.com/science/article/pii/S0969699715000174	10.1016/j.jairtraman.2015.02.003	2015		asymptomatic		Although thermal screening was useful (Cowling et al., 2010a), there were weaknesses in the overall process which allowed asymptomatic carriers to slip through detections in Singapore (Mukherjee et al., 2010), Japan (Nishiura and Kamiya, 2011) and New Zealand et al., the 2009
flu	https://www.sciencedirect.com/science/article/pii/B9781437706604000302	10.1016/B978-1-4377-0660-4.00030-2	2012		asymptomatic		The disease can be fatal, but some cats are asymptomatic, and this wide range of severity of clinical signs is thought to be dose dependent.'’
covid	https://www.sciencedirect.com/science/article/pii/B9780123848901000273	10.1016/B978-0-12-384890-1.00027-3	2011		asymptomatic		It is often the case that hosts do not get the disease carried by the pathogen or the infection in the reservoir host is subclinical, asymptomatic, and nonlethal.
flu	https://www.sciencedirect.com/science/article/pii/S120197121401488X	10.1016/j.ijid.2014.03.1394	2014		asymptomatic		hMPV was detected by real-time RT-PCR in asymptomatic children, but they had significantly lower viral loads that those found in symptomatic children.
flu	http://doi.wiley.com/10.1111/j.1750-2659.2012.00344.x	10.1111/j.1750-2659.2012.00344.x	2012		asymptomatic		* To validate clinical case definitions, households with at least one member reporting ILI (fever and cough plus 21 of headache, general aches, sore throat, and/or prostra- tion since April 1, 2009) were subsequently invited to pro- vide blood specimens from both symptomatic and asymptomatic household members.
covid	https://www.sciencedirect.com/science/article/pii/S0012369215315270	10.1378/chest.129.1.95	2006		asymptomatic		Negative nested RT-PCR 203 Negative Negative Negative Negative Negative Negative Positive nested RT-PCR Asymptomatic 19 Negative Negative Negative Negative Negative
covid	http://www.sciencedirect.com/science/article/pii/S0272271204000575	10.1016/j.cll.2004.05.001	2004		asymptomatic		A promising lead arose when a SARS-CoV-like virus was isolated from Himalayan palm civets found in the Guangdong live-animal market, and a subsequent serosurvey study demonstrated viral titers among asymptomatic animal traders in Guangdong, suggesting previous infection with a SARS-CoV-like virus [49,50].
covid	https://www.sciencedirect.com/science/article/pii/S1473309913703049	10.1016/S1473-3099(13)70304-9	2014		asymptomatic		Seroprevalence of IgG antibodies to SARS-coronavirus in asymptomatic or subclinical population groups.
covid	https://www.medrxiv.org/content/10.1101/2020.03.08.20031658v1	10.1101/2020.03.08.20031658	2020	2020-08-03	asymptomatic		50.7% patients were male and 49.3% were female; 1.5% patients were asymptomatic cases, 63.8% patients were mild cases, and 36.2% patients were severe or critical cases.
covid	https://www.sciencedirect.com/science/article/pii/S0166354213003355	10.1016/j.antiviral.2013.11.004	2014		asymptomatic		asymptomatic cases of infection with MERS-CoV. MERS is reminis- cent of the outbreak of severe acute respiratory syndrome (SARS) in the Guangdong province in China in 2002-2003 (reviewed in Cheng et al., 2013).
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		Most infections were asymptomatic.
flu	https://www.sciencedirect.com/science/article/pii/S0278591907000166	10.1016/j.csm.2007.04.002	2007		asymptomatic		The patient may be asymptomatic or may simply give a history of a preceding URI or flu-like syndrome.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20032011v1	10.1101/2020.03.05.20032011	2020	2020-05-03	asymptomatic		Sequencing approaches were validated on samples from two patients, Patient 1 who was asymptomatic and Patient 2 who experienced a 4-day flu- like illness.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1111/dth.13298	10.1111/dth.13298			asymptomatic		asymptomatic/paucisymptomatic course, recovering from the disease without any special treatment.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031088v1	10.1101/2020.03.05.20031088	2020	2020-05-03	asymptomatic		As the amount of asymptomatic transmission will depend not only on the average timing of latent period relative to the incubation period, but also on the standard deviation of these distributions, more data on their true shapes is urgently needed.
covid	https://www.sciencedirect.com/science/article/pii/S1473309920300864	10.1016/S1473-3099(20)30086-4	2020		asymptomatic		Abnormal lung CT findings can be present even in asymptomatic patients, and lesions can rapidly evolve into a diffuse ground-glass opacity predominance or consolidation pattern within 1-3 weeks after onset of symptoms, peaking at around 2 weeks after onset.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		Our study was limited by our inability to identify virus shedding during asymptomatic infection because this would have needed frequent regular nasal swabbing throughout follow-up.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		Measurement of the proportion of serologically confirmed infections that are asymptomatic should be an early priority for any emerging infection of pandemic potential.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		The proportion of serologically confirmed infections that are asymptomatic is an often neglected variable, which is an important component of severity.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		Both seasonal and pandemic infections were common, especially in children, but most infection was asymptomatic and most symptomatic cases did not consult.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		Our study was limited by our inability to identify virus shedding during asymptomatic infection because this would have needed frequent regular nasal swabbing throughout follow-up.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		Measurement of the proportion of serologically confirmed infections that are asymptomatic should be an early priority for any emerging infection of pandemic potential.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		The proportion of serologically confirmed infections that are asymptomatic is an often neglected variable, which is an important component of severity.
flu	https://www.sciencedirect.com/science/article/pii/S2213260014700347	10.1016/S2213-2600(14)70034-7	2014		asymptomatic		Both seasonal and pandemic infections were common, especially in children, but most infection was asymptomatic and most symptomatic cases did not consult.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620303081	10.1016/S0140-6736(20)30308-1	2020		asymptomatic		In fact, a large number of mild and asymptomatic patients might not receive timely diagnosis or health care, which can conceal the real incidence and allow disease progression.
covid	https://www.sciencedirect.com/science/article/pii/S0168170207001128	10.1016/j.virusres.2007.03.024	2008		asymptomatic		Asymptomatic infections were rare and transmissibility was usually inefficient and typically occurred after disease onset, allowing for pubic health intervention strategies to control the outbreak (Peiris et al., 2004).
flu	https://www.sciencedirect.com/science/article/pii/S1386653207700082	10.1016/S1386-6532(07)70008-2	2007		asymptomatic		Although this constellation of signs and symptoms is frequently seen with influenza virus infection, other clinical presentations from asymptomatic infection to viral pneumonia also occur.
covid	https://www.medrxiv.org/content/10.1101/2020.02.23.20026690v1	10.1101/2020.02.23.20026690	2020	2020-02-23	asymptomatic		The clinical symptoms of COVID-19 varied from asymptomatic to ARDS, which has been observed in SARS-CoV, MERS-CoV and influenza infections [7].
covid	https://www.sciencedirect.com/science/article/pii/S1521661605000793	10.1016/j.clim.2005.03.008	2005		asymptomatic		There are asymptomatic or minimally symptomatic infections with SARS-CoV that did not receive and likely do not require any corticosteroids
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		calculated; for asymptomatic patients, dO is defined as the date diagnosis of COVID-19 confirmed.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025999v2	10.1101/2020.02.20.20025999	2020	2020-02-20	asymptomatic		Making the issue even worse, the virus could be widely transmitted by asymptomatic virus-carriers to people in close contact” and some of the patients will still carry the virus even after they recovered from the diseases.
covid	https://www.sciencedirect.com/science/article/pii/S2387020620300747	10.1016/j.medcle.2020.02.001	2020		asymptomatic		Rothe C, Schunk M, Sothmann P, Bretzel G, Froeschl G, Wallrauch C, et al. Trans- mission of 2019-nCoV infection from an asymptomatic contact in Germany.
covid	https://www.sciencedirect.com/science/article/pii/S0272523116301289	10.1016/j.ccm.2016.11.007	2017		asymptomatic		Asymptomatic infection seems uncommon because a meta- analysis has shown overall seroprevalence rates of 0.1% for the general population and 0.23% for HCWs, although the true incidence of asymptom- atic infection remains unknown.
covid	https://www.sciencedirect.com/science/article/pii/B9780323032537501370	10.1016/B978-0-323-03253-7.50137-0	2006		asymptomatic		Although mild and asymptomatic cases have been documented, they are uncommon and do not appear to contribute to infection spread.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620304207	10.1016/S0140-6736(20)30420-7	2020		asymptomatic		® Every day we find out something new, through pursuing avenues of research such as viral shedding studies to see whether the new coronavirus is primarily transmitted by people with asymptomatic or more severe COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.02.23.20026856v2	10.1101/2020.02.23.20026856	2020	2020-02-23	asymptomatic		Transmission of 2019-nCoV infection from an asymptomatic contact in Germany.
covid	https://www.sciencedirect.com/science/article/pii/S1473309920300864	10.1016/S1473-3099(20)30086-4	2020		asymptomatic		"” In the subgroup of asymptomatic patients (group 1), concentrations of C-reactive protein (6-9 mg/L) and aspartate amino- transferase (30-2 U/L) were lower than those in symptomatic patients.
covid	https://www.sciencedirect.com/science/article/pii/S1473309920300864	10.1016/S1473-3099(20)30086-4	2020		asymptomatic		Notably, 15 cases asymptomatic infection were discovered on the basis abnormal lung findings on CT scans, suggesting that chest CT scans or serum antibody tests should be done in asymptomatic high-risk individuals with a history exposure to patients with COVID-19 pneumonia to facilitate early identification of the disease.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033357v1	10.1101/2020.03.09.20033357	2020	2020-09-03	asymptomatic		The bottom part of the pyramid represents mild (and possibly asymptomatic) cases.
covid	https://www.medrxiv.org/content/10.1101/2020.02.29.20029520v1	10.1101/2020.02.29.20029520	2020	2020-02-29	asymptomatic		Recent investigation showed that the viral load that was determined in the asymptomatic patient was similar to that in the symptomatic patients'® , implying that the viral load in respiratory specimens may not be able to objectively reflect the disease severity.
covid	https://www.sciencedirect.com/science/article/pii/S2468042720300063	10.1016/j.idm.2020.02.003	2020		asymptomatic		There is a possibility that a fraction of asymptomatic cases develop symptom.
covid	https://www.sciencedirect.com/science/article/pii/S2468042720300063	10.1016/j.idm.2020.02.003	2020		asymptomatic		Proportion of asymptomatic cases among all the cases.
covid	https://www.sciencedirect.com/science/article/pii/S2468042720300063	10.1016/j.idm.2020.02.003	2020		asymptomatic		® Total Crude asymptomatic ratio” Persons aboard* 0-9 0 1 1 100% (95%CI: 2.5%, 100%) 16 10- 1 1 2 50.0% (95%CI: 1.3%, 98.7%)
covid	https://www.sciencedirect.com/science/article/pii/S2468042720300063	10.1016/j.idm.2020.02.003	2020		asymptomatic		Age group Symptomatic cases Asymptomatic cases
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031955v1	10.1101/2020.03.06.20031955	2020	2020-06-03	asymptomatic		If asymptomatic people who are in the incubation period have the potential to spread the virus, the current quarantine measures are inadequate to contain the spread of COVID-19, especially for those individuals and their family members who were isolated together at home.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031955v1	10.1101/2020.03.06.20031955	2020	2020-06-03	asymptomatic		In the Chinese New coronavirus pneumonia prevention and control program (4th ed.), the close contacts who are requried to put in quanrantine are defined as "the individulas who have a history of living together, staying in the same room, or riding in the same vehicles with the suspected cases, clinical diagnosis cases (only in Hubei Province), confirmed cases, and asymptomatic infected persons after they are tested virus positive".'?
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031955v1	10.1101/2020.03.06.20031955	2020	2020-06-03	asymptomatic		Our results indicated that the current quarantine measures have loopholes, which may lead to some asymptomatic cases during the incubation period slipping through the net.
flu	http://www.sciencedirect.com/science/article/pii/S0272271204000575	10.1016/j.cll.2004.05.001	2004		asymptomatic		Most infections in humans are asymptomatic.
covid	http://www.sciencedirect.com/science/article/pii/S002561961162689X	10.4065/78.7.882	2003	1978-10-07	asymptomatic		* Clinical criteria Asymptomatic or mild respiratory illness
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031955v1	10.1101/2020.03.06.20031955	2020	2020-06-03	asymptomatic		The data of family or community clustered COVID-19 cases throughout February 16, 2020 were used to assess the potential of transmission during the asymptomatic incubation period.
covid	https://www.sciencedirect.com/science/article/pii/S0140673613615044	10.1016/S0140-6736(13)61504-4	2013		asymptomatic		reports document six asymptomatic infections.’
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027326v1	10.1101/2020.02.24.20027326	2020	2020-02-24	asymptomatic		Underdetection may be due to several different factors including asymptomatic infections, infections with mild clinical symptoms, health-seeking behavior and declaration of travel history, case definition, and underdiagnosis.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Presumed asymptomatic carrier transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Mizumoto, K., Kagaya, K., Zarebski, A. & Chowell, G. Estimating the asymptomatic ratio of 2019 novel coronavirus onboard the Princess Cruises Ship, 2020.
flu	https://www.sciencedirect.com/science/article/pii/B9780123946263000223	10.1016/B978-0-12-394626-3.00022-3	2015		asymptomatic		Influenza A virus infection may be asymptomatic, but more often it may be manifested by a wide variety of clinical conditions, ranging from an annoying flu to a fatal pneumonia.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030833v1	10.1101/2020.03.03.20030833	2020	2020-03-03	asymptomatic		Since the emergence of 3' and even 4"-generation transmission’ and signs of asymptomatic carrier transmission of COVID-19,* the prevention and control of COVID-19 has entered a new period.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030833v1	10.1101/2020.03.03.20030833	2020	2020-03-03	asymptomatic		Since the 3 and 4"-generation transmission and even asymptomatic carriers of SARS-CoV- 2 have appeared," ® it is urgent to distinguish the differences in clinical manifestations of COVID-19 patients at admission during diverse infection periods.
covid	http://wwwnc.cdc.gov/eid/article/10/8/04-0093_article.htm	10.3201/eid1008.040093			asymptomatic		These results are further supported by the fact that all contacts were asymptomatic 13 days after their last contact with the SARS patient.
flu	https://www.sciencedirect.com/science/article/pii/B978032303454850022X	10.1016/B978-0-323-03454-8.50022-X	2007		asymptomatic		" With few exceptions, wild avian hosts remain asymptomatic from infection, and, over centuries, have allowed the virus to enter evolutionary stasis, creating a stable platform from which numerous mutant variants have entered the human popula- tion.
flu	https://www.sciencedirect.com/science/article/pii/S1473050214001712	10.1016/j.transci.2014.10.002	2014		asymptomatic		tive donors are asymptomatic or a test is unavailable.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620305201	10.1016/S0140-6736(20)30520-1	2020		asymptomatic		Presumed asymptomatic cartier transmission of COVID-19.
covid	https://www.sciencedirect.com/science/article/pii/S1201971220301193	10.1016/j.ijid.2020.02.060	2020		asymptomatic		Transmission of 2019-nCoV infection from an asymptomatic contact in Germany.
flu	https://www.sciencedirect.com/science/article/pii/S074906900700016X	10.1016/j.cger.2007.02.002	2007		asymptomatic		Asymptomatic infection, colds, asthma exacerbations, and flu-like illnesses are documented in older children and healthy young adults [52].
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25709	10.1002/jmv.25709	2020		asymptomatic		secondary (super-)infections.°° All reported cases, including asymptomatic patients, had abnormal findings concerning the chest computed tomography (CT) as indicated by bilateral ground-glass opacity.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/uog.22013	10.1002/uog.22013			asymptomatic		Pregnant women with suspected/probable COVID-19 infection, or those with confirmed infection who are asymptomatic or recovering from mild illness, should be monitored with 2—4-weekly ultrasound assessment of fetal growth and amniotic fluid volume, with umbilical artery Doppler if necessary*°.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030437v1	10.1101/2020.03.03.20030437	2020	2020-03-03	asymptomatic		92 reported from 0 to 24 days and also asymptomatic carriers can be 93 infectious
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		It is crucial to identify and isolate asymptomatic carriers and mild patients in order to contain the outbreaks in later
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		According to the report on “Diamond Princess”, among the 1,723 tested travelers, 189 asymptomatic individuals were positive for the COVID-19 virus as of 17 February 2020 '°, which indicated that a large number of asymptomatic carriers and mild patients remain undiscovered in the community.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028449v3	10.1101/2020.02.26.20028449	2020	2020-02-26	asymptomatic		A total of 634 (including 328 asymptomatic pathogen carriers) tested positive for a
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		The low antibody levels observed in asymptomatic SARS-pos- itive cases could also be because asymptomatic patients do not mount as much of an antibody response.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		These obser- vations suggest that the extent of exposure to SARS in per- sons who remained asymptomatic may have been lower, possibly resulting in a lower viral load of SARS-CoV, associated with less severe symptoms.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		The person with the lowest SARS antibody titer in our cohort was the only one who had only indirect contact with 1 of the 3 initial patients, and she has remained asymptomatic.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		The existence of asymptomatic or subclinical cases has public health implications, as they may either serve as a reservoir or as an unknown source of transmission.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Antibody titers against SARS-CoV were signifi- cantly lower in those who remained asymptomatic, consis- tent with reports from Hong Kong (12).
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		asymptomatic persons contribute substantially to transmis- sion but are not readily identified as having SARS, control measures will be hampered since they depend on the ready  
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		asymptomatic generation interval,
